#mpa_vJan25_CHOCOPhlAnSGB_202503
#/home/gamaliellysandergl.c/software/miniforge3/envs/metaphlan4/bin/metaphlan --input_type fastq /work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19045-C17-GOWN265_1.clean.corrected.fastq.gz,/work/ebg_lab/eb/AIWIP_GOWN_metagenome/100_denitrificationindex/10_trimnfiltering/01_trimmed/19GWC19045-C17-GOWN265_2.clean.corrected.fastq.gz -t rel_ab_w_read_stats --db_dir /home/gamaliellysandergl.c/database/metaphlan --index mpa_vJan25_CHOCOPhlAnSGB_202503 --mapout /scratch/39035758/19GWC19045-C17-GOWN265.bowtie2.bz2 --tmp_dir /scratch/39035758/tmp --nproc 10 -o 19GWC19045-C17-GOWN265_mpa_vJan25_CHOCOPhlAnSGB_202503.mp4.txt
#80979380 reads processed
#SampleID	Metaphlan_Analysis
#Estimated reads mapped to known clades: 81282990
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__GGB38197|s__GGB38197_SGB102711	2|1224|28216|32003|206379||	0.00389	0.0008986467417278665	8262
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB8488|s__GGB8488_SGB179601	2|1224|28216|32003|2008790||	0.00308	0.0007109937943783295	59381
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_SGB178659	2|1224|28216|80840|80864|47420|	0.00286	0.0006597500685753382	17836
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_SGB213469	2|201174|1760|85009|85015|1839|	0.00274	0.0006327200683759528	36959
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__Thiobacillus|s__Thiobacillus_SGB179646	2|1224|28216|32003|2008790|919|	0.00233	0.0005388752286325169	23822
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__GGB8164|s__GGB8164_SGB180583	2|1224|1236|135614|32033||	0.00124	0.000285998949105108	5367
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__GGB15929|s__GGB15929_SGB181708	2|1224|28211|204455|31989||	0.001	0.0002320685181494617	4687
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_szechwanensis	2|201174|1760|85009|85015|1839|1005944	0.00099	0.00022892169744863475	26681
k__Bacteria|p__Thermodesulfobacteriota|c__CFGB8790|o__OFGB8790|f__FGB8790|g__GGB63214|s__GGB63214_SGB85494	2|200940|||||	8e-05	1.844460610996151e-05	6488
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_SGB107694	2|201174|1760|85009|85015|1839|	3e-05	6.740853044408608e-06	6695
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB15285|s__GGB15285_SGB163133|t__SGB163133	2|1224|28216|32003|32011|||	35.18691	8.128447765822916	21727051
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB123072|s__GGB123072_SGB163128|t__SGB163128	2|1224|28216|32003|32011|||	22.04803	5.09326617080735	14669232
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB59409|s__GGB59409_SGB165301|t__SGB165301	2|1224|1236|135618|403|||	19.0767	4.406866058672257	19764572
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__GGB124698|s__GGB124698_SGB165306|t__SGB165306	2|1224|1236|135618|403|||	13.64836	3.1528777874245315	15117124
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB14851|s__GGB14851_SGB178979|t__SGB178979	2|1224|28216|80840|80864|||	7.18473	1.6597278831972901	6536136
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__GGB134501|s__GGB134501_SGB179864|t__SGB179864	2|1224|28216|206389|2008794|||	0.99999	0.23100521326991713	916233
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_SGB179188|t__SGB179188	2|1224|28216|80840|80864|52972||	0.47003	0.10858109336909862	649188
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_SGB178651|t__SGB178651	2|1224|28216|80840|80864|47420||	0.46955	0.10846941801437933	559893
k__Bacteria|p__Bacteroidota|c__CFGB87134|o__OFGB87134|f__FGB87134|g__GGB109387|s__GGB109387_SGB197278|t__SGB197278	2|976||||||	0.27716	0.06402714336747112	191740
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB65385|s__GGB65385_SGB88404|t__SGB88404	2|1224|28216|80840|80864|||	0.17765	0.041039112123572995	186725
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB14257|s__GGB14257_SGB195932|t__SGB195932	2|976|117743|200644|49546|||	0.09733	0.022484371909291506	69182
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Lentimicrobiaceae|g__GGB13972|s__GGB13972_SGB21397|t__SGB21397	2|976|200643|171549|1840213|||	0.0817	0.01887410810662863	100431
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae|g__Parvibaculum|s__Parvibaculum_SGB184089|t__SGB184089	2|1224|28211|356|2813035|256616||	0.05024	0.01160645976415246	49031
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylicorpusculum|s__Methylicorpusculum_SGB165343|t__SGB165343	2|1224|1236|135618|403|2713642||	0.0474	0.01095084363573488	58279
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_1928_m|t__SGB22835	2|1224|1236|72274|135621|286|3033804|	0.03685	0.008512479396922533	250648
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfomicrobiaceae|g__Desulfomicrobium|s__Desulfomicrobium_SGB168065|t__SGB168065	2|200940|3031449|213115|213116|898||	0.03269	0.007551078071645722	32153
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB134262|s__GGB134262_SGB178936|t__SGB178936	2|1224|28216|80840|80864|||	0.02696	0.006227349521709951	30274
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB65385|s__GGB65385_SGB178643|t__SGB178643	2|1224|28216|80840|80864|||	0.01859	0.004293859859972562	48584
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB35087|s__GGB35087_SGB200214|t__SGB200214	2157|28890|183925|2158|2159|||	0.01703	0.003933830086510143	22126
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__GGB132630|s__GGB132630_SGB181838|t__SGB181838	2|1224|28211|204455|31989|||	0.00932	0.002152401400881417	12383
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_SGB185069|t__SGB185069	2|1224|28211|204458|76892|41275||	0.00606	0.0013990986481432495	11768
